TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Beta_AF8,Beta_TP9
12:01.4,0.20281337,0.06300611,-0.24425584,0.8474553,0.21724094,-0.1226081,-0.18293202,0.14600846,0.5412346,0.33057868,0.25372568,0.6699297,0.50498027,0.2821121,-0.013283699,0.3795265,0.25204045,0.20966038,-0.10158299,-0.17072871,770,794.9817,803.8461,787.326,858.24176,0.066345215,0.046264648,0.979003906,-0.097198486,-1.809387207,-1.128997803,1,1,1,1,1,97,,-0.013283699,0.50498027
12:02.4,0.17609823,0.017895574,0.1351105,0.7111093,-0.017125968,-0.088377975,-0.12543525,0.33837676,0.49174678,0.26474786,0.13764098,0.6154849,0.359334,0.3033969,-0.11110389,0.3792522,0.31392926,0.14558706,-0.21893202,-0.07652464,801.8315,793.7729,807.0696,788.1319,785.31134,0.074401855,0.046020508,0.97668457,-0.299072266,-1.831817627,-1.457977295,1,1,1,1,1,97,,-0.11110389,0.359334
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:03.4,-0.19199763,-0.10537586,0.14828978,0.8093402,-0.19793382,-0.15632626,-0.174324,0.3084436,0.5806593,-0.036388382,-0.02848757,0.41539824,0.41882583,0.22362946,0.027192846,0.26071396,0.29941252,0.24273165,-0.075594634,-0.09502207,810.696,799.011,796.99634,806.6667,801.02563,0.075134277,0.05090332,0.985473633,0.06729126,-1.794433594,-0.306549072,1,1,1,1,1,97,,0.027192846,0.41882583
12:04.4,-0.21792373,-0.015755113,0.061164517,0.92592406,-0.19244634,-0.12781264,-0.06152025,0.5026496,0.33517906,0.019310387,0.11922958,0.13034964,0.3169057,0.109404474,0.06546598,0.1561195,0.39522672,0.20939381,-0.085894905,-0.01377712,796.1905,792.1612,793.7729,821.1722,738.5714,0.074890137,0.053771973,0.977661133,0.119628906,-1.854248047,-0.515899658,1,1,1,1,1,97,,0.06546598,0.3169057
12:05.4,-0.051039256,0.01309946,-0.028783517,0.97632396,0.22601788,-0.14084612,0.009286693,0.38384768,0.328245,0.01765067,0.113769904,0.42638808,0.58640254,0.2166434,0.21996239,0.21676487,0.2664933,0.2100296,-0.12256614,-0.10825638,801.4286,793.36993,793.7729,797.8022,785.7143,0.071472168,0.055541992,0.976928711,0.014953613,-1.517791748,-0.545806885,1,1,1,1,1,97,,0.21996239,0.58640254
12:06.5,0.20820709,0.3898442,-0.26040503,1.0021249,0.20390579,-0.22050415,-0.27599686,0.61486256,0.2576767,0.03807907,0.0906202,0.6182748,0.47230083,0.21725999,0.1144343,0.38369033,0.29166397,0.14075272,-0.15470965,0.027485825,793.36993,807.47253,791.75824,784.5055,850.989,0.071716309,0.051696777,0.985351563,0.276641846,-2.235565186,-1.143951416,1,1,1,1,1,97,,0.1144343,0.47230083
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:07.5,0.31127596,0.2929416,-0.15432607,1.3247819,-0.25844762,-0.025996907,-0.48480305,1.4230025,-0.02777322,0.19611928,0.24425653,1.0876639,0.3936846,0.24327321,0.32231343,0.3518485,0.24041383,0.2257105,0.01122728,-0.032204784,788.1319,794.9817,796.99634,800.2198,867.50916,0.073669434,0.046508789,0.971191406,-0.224304199,-1.211242676,0.037384033,1,1,1,1,1,97,,0.32231343,0.3936846
12:08.5,-0.5501953,0.12050615,-0.23747225,1.1474551,-0.049277436,0.081410475,-0.3931215,1.2860652,0.4719083,0.1737816,0.25678584,1.0867988,0.5115492,0.22141714,0.2771215,0.34495774,0.42392153,0.3057171,0.06412484,-0.08833767,807.47253,797.8022,807.47253,791.75824,815.5311,0.069946289,0.046264648,0.979614258,0.194396973,-1.622467041,-0.643005371,1,1,1,1,1,97,,0.2771215,0.5115492
12:09.5,-0.027683752,-0.078361794,-0.04948605,0.59072554,-0.011551861,-0.10777003,0.015489472,0.4030355,0.6815192,0.41334835,0.14202833,0.56745106,0.5792503,0.16143486,0.12677397,0.24732307,0.3055872,0.24637738,-0.09597207,-0.144742,802.6374,800.6227,803.44324,809.89014,813.91943,0.067565918,0.04486084,0.973815918,0.328979492,-1.704711914,-1.166381836,1,1,1,1,1,97,,0.12677397,0.5792503
12:10.5,0.19710627,-0.31887785,0.07895832,0.91741997,0.16727844,-0.015375404,-0.05366821,0.46969175,0.6269982,0.3948864,0.15509008,0.528334,0.44609922,0.2634613,0.18404965,0.41192418,0.18341002,0.2613773,0.001887772,0.021413464,789.7436,789.34064,792.5641,795.38464,816.337,0.079467773,0.051086426,0.977722168,0.127105713,-2.676696777,-0.770111084,1,1,1,1,1,97,,0.18404965,0.44609922
12:11.5,-0.030877488,-0.11753092,0.019761559,0.8975345,0.15049225,0.08198391,-0.082683116,0.5430109,0.4281127,0.23269063,0.17561664,0.91312724,0.53130186,0.30714676,0.16594912,0.5341264,0.24637258,0.18969601,-0.08998456,-0.13455006,810.696,797.8022,803.8461,802.23444,990.40295,0.065551758,0.04486084,0.975280762,0.478515625,-2.033691406,-0.598144531,1,1,1,1,1,97,,0.16594912,0.53130186
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:12.6,0.009394224,0.047232453,-0.04099251,0.95571667,0.08766688,-0.12681745,-0.09492961,0.5118602,0.75202125,0.2883131,0.2252912,0.89929616,0.46056893,0.23141801,0.20962389,0.37138456,0.22576639,0.27103496,0.035186626,-0.13665769,778.46155,797.8022,803.0403,795.38464,804.65204,0.07611084,0.048339844,0.975708008,0.239257813,-1.951446533,-0.373840332,1,1,1,1,1,97,,0.20962389,0.46056893
12:13.6,-0.019158969,0.28810793,-0.055854667,0.895332,0.13839647,-0.027365329,0.061840314,0.4199736,0.7098453,0.49752182,0.6013919,0.41779095,0.23627217,0.21925868,0.40212843,0.32727832,0.27735972,0.30322397,0.3175282,-0.055927325,790.14655,790.14655,801.02563,786.52014,824.3956,0.071350098,0.048156738,0.977661133,0.657958984,-1.839294434,-0.942077637,1,1,1,1,1,97,,0.40212843,0.23627217
12:14.6,0.25028715,-0.077854864,-0.36588448,0.64633423,0.25004682,-0.001327634,-0.017547294,0.50774604,0.4727023,0.4032529,0.5749358,0.6353791,0.34748358,0.15703301,0.48578882,0.4471691,0.106628455,0.25590676,0.18813244,-0.027295334,794.9817,790.54944,803.44324,791.3553,961.39197,0.065734863,0.048400879,0.977600098,-0.239257813,0.007476807,-0.93460083,1,1,1,1,1,97,,0.48578882,0.34748358
12:15.6,0.18040083,0.17399633,0.040228352,0.88278633,0.21756001,0.029850325,0.2117031,0.5933819,0.8804205,0.35544604,0.50342494,0.6358969,0.39310127,0.2827982,0.68033576,0.34501913,0.057618294,0.26926017,0.46055043,-0.19783944,802.6374,796.5934,799.81683,805.8608,908.60803,0.063049316,0.047729492,0.972351074,2.347717285,-2.572021484,-2.123413086,1,1,1,1,1,97,,0.68033576,0.39310127
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:16.6,-0.08039842,0.18422152,0.03672994,1.0172827,0.22189271,0.06613968,0.073313326,0.6895261,0.7809726,0.3553717,0.41271248,0.62206274,0.55532616,0.33301252,0.6378768,0.32438487,0.06068349,0.25908065,0.5463995,-0.2786214,793.7729,799.81683,806.6667,828.8278,772.8205,0.067016602,0.049255371,0.980163574,-0.456085205,-1.86920166,-1.607513428,1,1,1,1,1,97,,0.6378768,0.55532616
12:17.6,0.28846583,0.061539922,-0.25773612,1.3266574,-7.47E-04,0.18997163,-0.2153014,1.1878662,0.42783725,0.11719321,0.2658243,1.0400294,0.5356721,0.3068925,0.6971116,0.5455996,0.019941643,0.18162982,0.6208523,-0.031747818,724.87177,791.75824,827.2161,755.4945,581.8315,0.075561523,0.05657959,0.978027344,0.149536133,-1.121520996,0.239257813,1,1,1,1,1,97,,0.6971116,0.5356721
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:18.6,0.9107822,0.035981514,-0.13664909,1.3531581,1.9267536,0.22607376,0.090663746,1.970322,1.2336906,0.1617988,0.6157956,1.2646624,0.6782797,0.17396025,0.569603,0.53160214,0.11839267,0.19941436,0.5850246,-0.104324184,804.2491,804.65204,803.0403,802.6374,780.87915,0.063537598,0.04119873,0.979125977,0.216827393,-2.370147705,-0.366363525,1,1,1,1,1,97,,0.569603,0.6782797
12:19.7,1.2492042,-0.08799219,0.005387256,1.4327499,2.2021341,0.09491446,0.12866542,1.9843888,1.2337689,0.19679718,0.728176,1.2839061,0.7367902,0.2941983,0.8805277,0.48195547,0.22301939,0.27347192,0.78609127,-0.13981004,796.1905,797.3993,817.9487,805.05493,825.6044,0.067565918,0.048950195,0.978149414,-0.074768066,-1.629943848,-0.471038818,1,1,1,1,1,97,,0.8805277,0.7367902
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:20.7,0.7835541,0.49922505,0.5668162,0.7683366,0.0444387,0.08840885,0.23726197,0.52095205,0.6244858,0.39700308,0.6352576,0.5441361,0.5365752,0.3049853,0.70311064,0.39806867,0.12655342,0.34622055,0.61288434,-0.2009685,801.4286,789.34064,801.8315,814.3223,851.39197,0.07232666,0.051513672,0.973693848,0,-1.472930908,-0.530853271,1,1,1,1,1,97,,0.70311064,0.5365752
12:21.7,0.927921,0.47483227,0.55817515,1.4175556,0.036284808,0.13855729,0.20919068,1.5092808,0.594918,0.44675437,0.488242,1.2732365,0.5544905,0.24491064,0.6001214,0.614177,0.09131326,0.25034156,0.20474157,-0.08590724,805.4579,799.81683,807.8755,807.47253,772.8205,0.064025879,0.053710938,0.97845459,0.082244873,-2.564544678,-0.777587891,1,1,1,1,1,97,,0.6001214,0.5544905
12:22.7,0.31211695,0.14856987,-0.22592767,1.0166922,0.19845563,0.035365406,-0.013869075,1.0091908,0.75149196,0.25626847,0.14705968,0.9702623,0.48588464,0.32487625,0.52867186,0.44808108,0.06154759,0.25804728,0.1029475,-0.043890584,794.57874,789.34064,807.8755,792.96704,789.34064,0.070617676,0.054260254,0.98236084,0.216827393,-2.115936279,0.082244873,1,1,1,1,1,97,,0.52867186,0.48588464
12:23.7,0.32665414,0.00729216,-0.016764091,1.0176364,-0.001466126,0.112667605,0.06589537,0.81725883,0.6445636,0.22815143,0.1459876,0.7971005,0.32618785,0.21850431,0.31249323,0.37003773,0.1700694,0.18022263,2.43E-04,-0.089035094,796.5934,796.99634,799.41394,786.9231,808.2784,0.067932129,0.037841797,0.980163574,-0.127105713,-1.166381836,-1.487884521,1,1,1,1,1,97,,0.31249323,0.32618785
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:24.7,0.28511804,0.114187315,-0.16156517,1.0577323,0.17951913,0.088890076,-0.15216349,0.7028177,0.5068072,0.16222516,0.17290299,0.70263106,0.26940075,0.17329717,0.12961447,0.28693938,0.3345773,0.14691767,0.13690053,-0.17915155,803.0403,803.44324,793.36993,794.9817,782.0879,0.070922852,0.048706055,0.974731445,0.672912598,-2.086029053,-0.575714111,1,1,1,1,1,97,,0.12961447,0.26940075
12:25.8,0.19715197,0.048481744,-0.42822412,0.86959904,0.38543347,0.00657102,-0.2621187,0.39047393,0.48490375,0.12986813,0.26887354,0.5268815,0.27938464,0.14915174,0.3325625,0.3118557,0.32563496,0.19393368,0.26145458,-0.05218616,800.6227,793.36993,807.0696,811.50183,763.95605,0.071350098,0.054077148,0.976928711,0.336456299,-2.482299805,-0.216827393,1,1,1,1,1,97,,0.3325625,0.27938464
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:26.8,0.2322999,-0.09263505,-0.17307585,0.86959904,0.34928703,-0.04233022,-0.20365436,0.39047393,0.44056284,0.018965906,0.3292703,0.5268815,0.5576286,0.113106556,0.275291,0.3118557,0.08128462,0.2520939,0.038885303,-0.05218616,706.7399,798.60803,797.3993,716.8132,783.69965,0.066040039,0.054260254,0.982666016,0.500946045,-2.086029053,0.1121521,1,1,1,1,1,97,,0.275291,0.5576286
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:27.8,0.3466938,-0.12697946,-0.40049988,0.86959904,0.23487337,0.17200068,-0.15338702,0.39047393,0.34672737,0.098687366,0.61925334,0.5268815,0.4268283,0.27484468,0.39751738,0.3118557,-0.056422822,0.23834628,0.23892117,-0.05218616,778.46155,804.2491,803.44324,783.69965,701.9048,0.067871094,0.046569824,0.982727051,-0.08972168,-1.89163208,-1.218719482,1,1,1,1,1,97,,0.39751738,0.4268283
12:28.8,0.33379787,-0.06010429,-0.11636842,0.6154917,-0.034749977,-0.054071445,-0.183889,0.4052822,0.5244714,0.32415223,0.6142722,0.8824326,0.28905812,0.32429868,0.34628126,0.48568302,0.107493594,0.18835746,0.12043824,-0.12641777,810.696,794.9817,794.57874,797.8022,828.8278,0.068359375,0.05255127,0.973022461,-0.336456299,-1.502838135,-0.515899658,1,1,1,1,1,97,,0.34628126,0.28905812
12:29.8,0.17953458,0.16677272,-0.13208513,0.8558844,-0.058655445,-0.32713023,-0.12211408,0.6075914,0.5835529,0.35304418,0.53981525,0.90713173,0.40235886,0.18628758,0.3025112,0.2950078,0.06263584,0.12478379,0.2567177,-0.18146661,790.54944,803.8461,789.7436,799.41394,812.3077,0.061889648,0.052734375,0.970581055,0.04486084,-0.986938477,-1.203765869,1,1,1,1,1,97,,0.3025112,0.40235886
12:30.8,0.124031864,0.248744,-0.21810406,0.9414363,-0.22213946,-0.20336391,-0.1945945,0.7861233,0.3542623,0.22411916,0.25070173,0.7314064,0.39054883,0.24752823,0.42385387,0.26777482,-0.005773104,0.23344721,0.38965946,-0.1627836,801.4286,794.9817,787.72894,821.978,858.6447,0.069274902,0.055114746,0.976806641,0.291595459,-1.682281494,-0.119628906,1,1,1,1,1,97,,0.42385387,0.39054883
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:31.8,0.11491383,0.10813658,0.14404558,1.0864551,0.1254739,-0.12949133,-0.17303893,0.8846408,0.625538,0.041173737,0.2858088,0.7381699,0.3029794,0.19591166,0.5730549,0.4319796,-0.17843948,0.2673805,0.3630566,-0.14558826,803.8461,793.7729,799.011,790.14655,845.34796,0.070495605,0.054260254,0.981445313,0.13458252,-1.742095947,-0.740203857,1,1,1,1,1,97,,0.5730549,0.3029794
12:32.9,-0.006916821,-0.02797152,0.20614094,0.75896865,-0.19411269,-0.34232897,-0.012325916,0.685623,0.11506873,0.20682912,0.2907092,0.54830635,0.31338912,0.22977394,0.66054237,0.4156058,0.08501801,0.27053502,0.34579146,-0.17644836,797.3993,801.8315,801.02563,808.2784,844.1392,0.070129395,0.049682617,0.973449707,-0.86730957,-1.248626709,-0.687866211,1,1,1,1,1,97,,0.66054237,0.31338912
12:33.9,0.097653225,-0.2789719,0.08685681,1.2342395,0.021226993,-0.18530637,-0.082883164,0.9449217,0.39993763,0.15483513,0.47613794,1.3310968,0.30792052,0.21424381,0.49219984,0.6388658,0.10469425,0.23314267,0.49688312,-0.104470536,837.28937,799.41394,801.02563,838.0952,750.2564,0.062255859,0.053833008,0.97857666,0.074768066,-2.751464844,-1.241149902,1,1,1,1,1,97,,0.49219984,0.30792052
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:34.9,0.3171865,-0.054844335,0.29715654,1.4065533,0.15860349,0.052127935,0.056502976,1.0504454,0.3822316,0.33520836,0.4766322,1.3310968,0.19577768,0.3319172,0.5813104,0.7608206,-0.010784525,0.17195669,0.5679402,-0.060317256,790.54944,795.78754,795.38464,804.65204,876.3736,0.067749023,0.045166016,0.975341797,0.568237305,-2.138366699,-0.269165039,1,1,1,1,1,97,,0.5813104,0.19577768
12:35.9,-0.020757249,-0.004045479,0.05061373,1.0806608,0.23526774,-0.09269953,0.12227734,0.56147784,0.6705881,0.23361959,0.7583962,0.9593567,0.29734364,0.3331272,0.59833974,0.4629854,-0.018857671,0.20402363,0.43345276,-0.22675852,789.34064,794.17584,806.26373,798.60803,752.674,0.067199707,0.050537109,0.98449707,-0.358886719,-1.143951416,-0.500946045,1,1,1,1,1,97,,0.59833974,0.29734364
12:37.0,0.20102952,0.021278692,-0.16460927,1.1056601,0.34206402,-0.11439825,0.09151648,0.4812582,0.6705881,0.09063982,0.8126461,0.9589028,0.3154638,0.21179032,0.53864646,0.47022584,-0.029801589,0.16286777,0.4795752,-0.1701301,792.5641,803.0403,790.14655,770.40295,878.7912,0.069152832,0.046020508,0.991455078,1.727142334,-2.586975098,0.142059326,1,1,1,1,1,97,,0.53864646,0.3154638
12:38.0,0.07138345,-0.10042134,-0.12379566,1.1571492,0.07885952,-0.027177429,-0.009084022,0.36726335,0.64249766,0.23822117,0.52630895,0.5407207,0.34911606,0.25657412,0.47145215,0.4022694,-0.12178679,0.10652873,0.07439456,-0.08248246,797.3993,805.05493,812.71063,796.99634,867.1062,0.061096191,0.038818359,0.977416992,0.164489746,-1.06918335,-1.128997803,1,1,1,1,1,97,,0.47145215,0.34911606
12:39.0,0.392118,0.07444529,0.24966624,1.1707287,0.27807188,-0.13251665,-0.2615158,0.13107692,0.61068773,0.33467886,0.24638267,0.6017048,0.5062511,0.50192183,0.3993438,0.5722451,0.010815593,0.20525791,0.10954521,0.05242121,798.20514,795.38464,792.1612,780.4762,828.8278,0.061523438,0.038757324,0.984008789,0.1121521,-0.657958984,-0.254211426,1,1,1,1,1,97,,0.3993438,0.5062511
12:40.0,0.4678995,0.30557495,0.21398525,0.9378509,0.32469714,0.14206494,-0.18848123,0.5512826,0.68014026,0.3792712,0.1321796,0.8172559,0.43959954,0.53023034,0.3176435,0.47483936,0.060797527,0.17989689,0.07235893,0.038396895,792.5641,795.78754,778.86444,786.1172,829.2308,0.06463623,0.042297363,0.97644043,0.06729126,-1.502838135,-0.568237305,1,1,1,1,1,97,,0.3176435,0.43959954
12:41.0,0.2370308,0.40645954,0.28018865,0.725085,0.38409057,0.27877793,0.07795452,0.79259926,0.769394,0.47076622,0.33904302,0.7709827,0.3655359,0.38453802,0.12161783,0.39450765,0.14905763,0.30224335,0.10803443,0.13872887,796.5934,797.8022,803.44324,803.44324,697.47253,0.068664551,0.05090332,0.978210449,0.276641846,-1.764526367,-0.224304199,1,1,1,1,1,97,,0.12161783,0.3655359
12:42.1,0.3261362,0.52550614,0.3582135,0.9675107,0.3439062,0.31973982,0.14230244,0.81424326,0.77776414,0.53565526,0.62030077,0.8595668,0.35850158,0.38456866,0.043362837,0.2364384,0.05090443,0.27692178,0.07583272,0.031113151,802.6374,809.4872,795.38464,804.65204,857.4359,0.063354492,0.041748047,0.980651855,0.418701172,-2.317810059,-0.179443359,1,1,1,1,1,97,,0.043362837,0.35850158
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:43.1,0.34959278,-0.030227868,-0.07344541,1.0311621,0.18576996,0.019033894,-0.05257664,0.71398,0.33536932,0.5296863,0.5393233,0.8582075,0.25976813,0.22632468,0.118873164,0.19496067,-0.035120547,0.33084872,0.13055472,-0.16189432,837.6923,810.696,805.8608,866.7033,880.80585,0.068786621,0.046264648,0.97857666,0,-1.076660156,-0.91217041,1,1,1,1,1,97,,0.118873164,0.25976813
12:44.1,0.5629132,-0.08112184,-0.027804926,0.7892399,0.43962234,0.16220182,-0.17485929,0.8315197,0.1808316,0.41192618,0.21050628,0.5994858,0.2853461,0.21625112,0.40527365,0.17553574,-0.056257654,0.15528293,0.4708792,-0.19515117,803.8461,796.1905,792.5641,799.81683,757.9121,0.070129395,0.047790527,0.985107422,0.149536133,-2.429962158,-0.800018311,1,1,1,1,1,97,,0.40527365,0.2853461
12:45.2,0.355022,-0.12333044,-0.16930418,0.7143461,-0.08591853,-0.05783971,-0.31655243,0.7647845,0.41926023,-0.1946279,0.3118937,0.8359806,0.1883566,0.18258905,0.30064455,0.50158495,-0.27325013,-0.0865041,0.08346751,-0.2139042,799.81683,793.7729,792.96704,796.99634,657.5824,0.060913086,0.05078125,0.981750488,-0.02243042,-1.727142334,-0.456085205,1,1,1,1,1,97,,0.30064455,0.1883566
12:46.2,0.10905171,-0.2877645,-0.15286149,0.9904541,-0.13590164,-0.24181125,-0.18398069,0.8675306,0.17410466,-0.10365061,-0.011895026,0.6846807,0.21654466,0.17827578,0.1697992,0.4242598,-0.16819988,0.085295014,-0.11471287,-0.121473856,795.78754,797.3993,796.1905,784.90845,705.9341,0.061279297,0.038024902,0.986328125,0.186920166,-1.585083008,-0.829925537,1,1,1,1,1,97,,0.1697992,0.21654466
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:47.2,-0.36226392,0.15690227,-0.09086359,1.0360718,0.09584223,-0.07777759,-0.059479825,0.7555512,0.1792324,0.18548241,0.21333301,0.6157199,0.139617,0.24655098,0.16839868,0.35450864,-0.14575332,0.123618804,-0.02445785,-0.31688532,826.8132,785.31134,800.2198,840.10986,770.80585,0.060424805,0.048034668,0.973632813,0.104675293,-1.8019104,-0.725250244,1,1,1,1,1,97,,0.16839868,0.139617
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:48.2,1.7520401,0.27307007,0.13455147,1.695546,2.4809432,0.21788898,0.43406424,2.352918,1.7978289,0.25196677,0.37574285,1.6106015,0.7746159,0.34122163,0.44049358,0.6776889,0.061066847,0.27680537,0.18636131,-0.13872583,794.9817,799.41394,800.6227,809.0842,769.59705,0.072021484,0.041442871,0.976989746,-0.284118652,-1.674804688,-0.635528564,1,1,1,1,1,97,,0.44049358,0.7746159
