TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Beta_AF8,Beta_TP9
12:49.3,1.7519599,0.31089082,-0.005399327,1.799949,2.2972584,0.27917027,0.2518736,2.2630918,1.6969671,0.44752446,0.6132981,1.5409441,0.67223626,0.2636549,0.36336762,0.5441885,-0.03276144,0.29004407,0.17789255,-0.12181171,799.011,797.8022,787.326,791.3553,894.10254,0.057861328,0.057861328,0.980529785,0.927124023,-2.474822998,0.971984863,1,1,1,1,1,97,,0.36336762,0.67223626
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:50.3,0.68870187,0.23128177,-0.09743423,1.2904955,0.015352698,0.0688907,0.027819606,0.60496366,0.81780654,0.4117947,0.5982367,0.92334723,0.23025978,0.3369619,0.2097402,0.28718984,-0.29053655,0.22406495,0.013814426,-0.12126666,805.4579,801.8315,797.8022,813.5165,788.93774,0.058410645,0.048828125,0.981872559,-0.157012939,-1.854248047,-0.829925537,1,1,1,1,1,97,,0.2097402,0.23025978
12:51.3,0.4773842,-0.0840875,0.26836985,1.1029154,-0.1002601,0.090724714,0.11080404,0.7652699,0.2767273,0.28716677,0.27115372,0.19324224,0.03251181,0.29396182,0.08776072,0.34108397,-0.37989894,0.15304342,-0.007958407,-0.012580392,791.3553,790.14655,805.4579,792.5641,846.9597,0.06427002,0.05670166,0.981994629,-0.515899658,-2.0262146,-1.106567383,1,1,1,1,1,97,,0.08776072,0.03251181
12:52.3,0.030729562,-0.25754705,0.28822622,0.6152141,-0.1559626,-0.23256563,0.02605429,0.3058802,0.47077122,0.4340404,0.27728337,0.43995294,0.21170409,0.24272442,0.11107858,0.36540872,-0.08732156,0.136627,0.25551665,-0.068541385,779.67035,793.36993,805.05493,786.9231,703.1135,0.056091309,0.048278809,0.975524902,0.007476807,-1.151428223,-0.702819824,1,1,1,1,1,97,,0.11107858,0.21170409
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:53.3,0.120869085,-0.15893376,0.050714433,1.0162668,-0.2299618,0.037070777,-0.112160206,1.2053486,0.17868446,0.39074817,0.21976122,1.0488663,0.22115684,0.26907647,0.13917492,0.36456898,-0.15066002,0.22489263,0.2345678,-0.07993415,790.9524,790.54944,803.0403,797.3993,785.7143,0.060180664,0.054748535,0.973754883,0.037384033,-2.168273926,0.082244873,1,1,1,1,1,97,,0.13917492,0.22115684
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:54.3,2.1294932,-0.024087003,0.12150708,2.0503323,2.1388164,0.2500041,0.11831969,1.9895183,1.5309291,0.25474986,0.24800986,1.4921141,0.3408585,0.30671057,0.116534516,0.27712378,-0.22670694,0.26010182,0.023809016,-0.20340277,802.23444,812.3077,802.23444,785.31134,789.34064,0.053710938,0.05090332,0.975341797,0.029907227,-1.345825195,-0.448608398,1,1,1,1,1,97,,0.116534516,0.3408585
12:55.3,1.148237,0.31511748,-0.31604332,0.5520231,0.9927955,0.2013345,-0.2104897,0.50113493,0.9692738,0.08394568,0.22674939,0.571397,0.17382836,0.2548371,0.33041134,0.29710075,-0.20644192,0.2947313,-0.17410478,-0.054731008,782.49084,794.17584,795.78754,805.05493,732.9304,0.064819336,0.048461914,0.97467041,-0.216827393,-1.114044189,-0.605621338,1,1,1,1,1,97,,0.33041134,0.17382836
12:56.4,0.24088877,0.10961846,-0.15763359,1.0189395,0.17052774,-0.007032934,-0.37189838,0.7023455,0.7472749,0.10155993,0.102426335,0.69740665,0.13272211,0.22992598,0.10362299,0.251432,-0.22421727,0.13181373,-0.15231599,-0.24049665,805.05493,798.60803,803.0403,802.23444,612.4542,0.064697266,0.047424316,0.980285645,0.216827393,-1.772003174,-0.523376465,1,1,1,1,1,97,,0.10362299,0.13272211
12:57.4,-0.062053658,0.1383501,-0.17151958,1.0912964,0.13058324,-0.031419825,-0.3926819,0.5991018,0.79033923,0.37084353,0.38019848,0.75346583,0.0750981,0.23521028,0.21718848,0.20497227,-0.10017503,0.1862968,-0.3614622,-0.20293128,794.17584,788.1319,794.57874,805.8608,821.1722,0.062255859,0.051574707,0.979614258,0.04486084,-1.622467041,-1.084136963,1,1,1,1,1,97,,0.21718848,0.0750981
12:58.4,0.27147692,0.2039594,0.06191872,0.9632374,0.20537722,0.06432255,-0.11975753,0.4655689,0.58786345,0.42646402,0.47113538,0.8135518,0.21148987,0.2897236,0.07670978,0.19189644,-0.2381554,0.20591667,-0.27235433,-0.25568384,797.8022,801.4286,794.57874,780.87915,830.84247,0.058410645,0.047180176,0.980163574,0.171966553,-2.228088379,-0.942077637,1,1,1,1,1,97,,0.07670978,0.21148987
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
12:59.4,0.017763313,0.011301436,0.1833843,1.0583044,0.11438106,0.035842683,0.020224158,0.5267665,0.3371686,0.31518665,0.21843207,0.6937978,0.17075604,0.29901636,0.20522252,0.21550792,-0.19157337,0.18561894,-0.2100343,-0.2728432,829.2308,799.011,781.685,832.0513,755.89746,0.061767578,0.045898438,0.979614258,0.052337646,-1.211242676,-1.166381836,1,1,1,1,1,97,,0.20522252,0.17075604
02-03-24 15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:00.4,-0.024596922,0.06803638,0.31612584,1.2510579,-0.10764557,0.15613604,0.26615694,0.30794218,0.051037177,-0.012320443,0.41693693,0.3425589,-0.016024375,0.2067566,0.63241076,0.10081054,-0.14315215,0.27389106,0.37061095,-0.19388811,784.10254,796.1905,799.81683,788.1319,844.1392,0.056213379,0.048278809,0.979248047,0.097198486,-2.138366699,-1.04675293,1,1,1,1,1,97,,0.63241076,-0.016024375
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:01.5,0.9402447,0.11338561,-0.12614428,1.2510579,0.2053265,-0.02602151,-0.12396604,0.30794218,0.4038357,0.0995968,0.30676368,0.3425589,0.20129147,0.25096193,0.66345054,0.10081054,-0.20664607,0.16967434,0.5020767,-0.19388811,798.20514,803.0403,804.65204,789.7436,761.9414,0.056091309,0.050598145,0.971984863,-0.239257813,-2.624359131,0.523376465,1,1,1,1,1,97,,0.66345054,0.20129147
13:02.5,1.0190747,0.2653755,0.6618257,1.2510579,0.2448679,-0.24798894,0.07646002,0.30794218,0.40097582,-0.020968108,0.326341,0.3425589,0.1917323,0.3637195,0.27626324,0.10081054,-0.18430871,0.20488156,0.06277641,-0.19388811,790.14655,792.5641,800.6227,800.2198,843.3333,0.061279297,0.052368164,0.9765625,0.388793945,-1.652374268,-0.568237305,1,1,1,1,1,97,,0.27626324,0.1917323
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:03.5,-0.23064183,-0.03718704,0.49116164,1.0727946,0.17028655,-0.095673695,0.03928697,0.49144372,0.6721671,0.28470412,0.22512431,0.7776628,0.08844127,0.38730684,0.36370853,0.40815568,-0.08686243,0.26152477,0.15977511,-0.19419685,823.1868,792.1612,796.5934,824.7985,701.50183,0.05847168,0.05078125,0.98034668,0.732727051,-3.192596436,0.007476807,1,1,1,1,1,97,,0.36370853,0.08844127
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:04.5,1.7247623,0.17542738,0.13956675,1.8312093,1.7746544,-0.08312108,0.38539284,1.7816286,1.4195228,0.6815696,0.5089433,1.4767113,0.39030567,0.3904676,0.60445184,0.5411259,-0.26994026,0.18699753,0.36593553,-0.11482234,800.2198,795.78754,806.6667,806.26373,752.674,0.057312012,0.050537109,0.978881836,-0.261688232,-1.697235107,-0.807495117,1,1,1,1,1,97,,0.60445184,0.39030567
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:05.5,1.7274433,0.22847621,0.18868603,1.6118755,1.7743273,0.23379144,0.28362375,1.4793664,1.4204526,0.6815696,0.685781,1.3296508,0.36662477,0.26897058,0.5899207,0.49426323,-0.32094762,0.16499634,0.3484784,-0.3356217,838.49817,811.9048,795.38464,824.3956,831.6484,0.05859375,0.04309082,0.986328125,0.029907227,-0.942077637,-0.859832764,1,1,1,1,1,97,,0.5899207,0.36662477
13:06.5,1.3973686,-3.78E-04,-0.25857648,1.6989242,2.1679316,0.40770668,-0.08533035,2.284527,1.5811486,0.025521291,0.60923845,1.4236025,0.46549013,0.27979556,0.7732611,0.7206945,-0.18246421,0.20250799,0.5080095,-0.23513576,785.31134,796.5934,799.41394,800.6227,957.76556,0.052978516,0.054382324,0.983459473,-0.276641846,-0.994415283,-0.06729126,1,1,1,1,1,97,,0.7732611,0.46549013
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:07.6,1.3973686,0.009509807,0.07807528,1.7658556,2.1679316,-0.017504409,-0.028709423,2.2711968,1.5811486,-0.046538014,0.43471512,1.3910589,0.46549013,0.3744625,0.72703123,0.7358082,-0.18246421,0.23578516,0.6163522,-0.25302806,804.2491,800.6227,799.011,788.93774,862.27106,0.056762695,0.057983398,0.981933594,-0.171966553,-2.033691406,-1.465454102,1,1,1,1,1,97,,0.72703123,0.46549013
13:08.6,-0.30851865,-0.15311652,0.25300854,0.6903441,0.3578196,-0.22365744,0.033746626,0.6548811,0.5201785,-0.004411059,0.59357405,0.52745354,-0.051376052,0.33484966,0.66808295,0.26984113,-0.11371401,0.22638594,0.8407704,-0.24877071,805.05493,792.5641,794.9817,804.2491,562.8938,0.056335449,0.053955078,0.976623535,0.560760498,-1.84677124,-0.411224365,1,1,1,1,1,97,,0.66808295,-0.051376052
13:09.6,0.19918388,-0.07581259,0.039775945,0.70650375,0.21915245,-0.24972995,-0.19765563,0.59504986,0.9035837,0.1642672,0.55249757,0.84910756,0.27151084,0.2455717,0.5907328,0.33146876,-0.069631696,0.23689178,0.60345936,-0.041044496,792.1612,797.3993,797.8022,780.4762,856.2271,0.052124023,0.054260254,0.985046387,0.239257813,-1.263580322,-1.039276123,1,1,1,1,1,97,,0.5907328,0.27151084
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:10.6,0.5676633,-0.04123271,-0.2832723,1.2930841,0.731674,-0.14435373,-0.2939348,1.231513,1.0395358,0.43250412,0.35295865,1.3878255,0.49571738,0.36123025,0.703645,0.45595422,-0.19115713,0.16276038,0.48041072,-0.081941284,809.0842,807.8755,796.1905,817.1429,874.7619,0.056762695,0.062438965,0.980773926,0.08972168,-2.086029053,-0.964508057,1,1,1,1,1,97,,0.703645,0.49571738
13:11.6,0.8581627,0.3635029,-0.009933798,1.2951231,0.21428366,-0.11094314,-0.040016655,1.2073138,0.39849535,0.4100872,0.37042135,1.2904063,0.19156967,0.3595407,0.7029931,0.41132355,-0.49149588,0.10751777,0.4508477,-0.103111975,789.7436,795.78754,810.293,792.5641,869.12085,0.060668945,0.048156738,0.983520508,0.194396973,-1.517791748,-0.800018311,1,1,1,1,1,97,,0.7029931,0.19156967
13:12.7,0.5248822,0.029077519,0.15128805,0.8281485,0.10429219,-0.2075715,-0.07104573,0.7184084,0.4924795,0.4324433,0.35680693,0.869454,0.17181677,0.17133105,0.24678285,0.2785155,-0.23389816,0.23377967,-0.027898623,-0.053140283,802.23444,803.0403,799.81683,796.1905,602.7839,0.05871582,0.051879883,0.971862793,0.06729126,-2.100982666,-0.665435791,1,1,1,1,1,97,,0.24678285,0.17181677
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:13.7,0.21800737,-0.024940187,0.23307991,0.7293246,0.09074541,-0.16250834,-0.055164207,0.5795727,0.45926353,0.29880473,-0.015450001,0.69713193,0.16720879,0.3354031,0.087136604,0.3342599,-0.10509114,0.22869162,0.034338176,-0.013723549,826.8132,796.1905,797.8022,814.3223,684.17584,0.067871094,0.061828613,0.986999512,-0.02243042,-1.06918335,-0.014953613,1,1,1,1,1,97,,0.087136604,0.16720879
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:14.7,0.36768702,0.23903483,0.11851124,0.91421425,0.15106927,0.0740271,-0.06855099,0.3242709,0.24554184,0.4093741,0.3579632,0.570988,0.26815283,0.23712048,0.33989918,0.42235178,-0.11990101,0.16693784,0.22663021,-0.043066524,796.5934,794.9817,797.8022,792.1612,818.3516,0.055725098,0.061401367,0.977905273,0.747680664,-2.676696777,-0.568237305,1,1,1,1,1,97,,0.33989918,0.26815283
13:15.7,0.4561083,-0.024003612,0.0534015,1.1951891,0.3363989,0.01841363,-0.044139996,0.6472316,0.4841818,0.15668105,0.38995734,0.6647988,0.06691605,0.22509345,0.233908,0.10404339,-0.4741497,0.08136675,0.100469396,-0.18397795,798.60803,793.36993,807.47253,806.6667,830.84247,0.047668457,0.060180664,0.968200684,-0.366363525,-1.300964355,-2.04864502,1,1,1,1,1,97,,0.233908,0.06691605
13:16.7,0.6949633,0.3414675,0.36600178,1.1701456,0.4175142,0.25840604,0.11889262,0.7431877,0.46894887,0.12416332,0.2382799,0.6916056,0.2531181,0.3613765,0.22391991,0.07327528,-0.37698516,0.22044629,0.10070405,-0.21333732,811.9048,801.4286,796.5934,793.36993,831.2454,0.070922852,0.048278809,0.977355957,-0.628051758,-1.039276123,-1.031799316,1,1,1,1,1,97,,0.22391991,0.2531181
13:17.7,0.35413712,0.123328455,0.16362625,1.0969294,-0.00502502,-0.012357578,-0.18242401,0.61722237,0.3122769,-0.027864937,0.30025822,0.7968358,0.2174436,0.24633172,0.344175,0.3543712,-0.10393617,0.27199015,0.2048135,-0.15965864,797.8022,805.05493,798.60803,776.04395,861.8681,0.067382813,0.058776855,0.978759766,0.411224365,-3.596343994,-1.308441162,1,1,1,1,1,97,,0.344175,0.2174436
13:18.8,0.088112645,0.17497286,-0.09231456,1.1944085,-0.104966536,-0.5753433,-0.18277103,0.5403703,0.5742484,-0.038250845,0.29056296,0.66852576,0.29692307,0.23756565,0.45898497,0.3745547,0.004647845,0.31853652,0.08469249,-0.08723488,798.60803,793.7729,788.5348,800.6227,882.4176,0.058166504,0.055786133,0.970214844,-0.08972168,-1.629943848,-0.530853271,1,1,1,1,1,97,,0.45898497,0.29692307
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:19.8,-0.14007388,0.122628085,-0.10390889,1.1047616,0.07384388,-0.0822958,-0.0540941,0.43299967,0.3953365,0.13579889,0.29443115,0.45981744,0.34132835,0.139661,0.34710434,0.42760602,-0.022111263,0.28974295,0.144834,-0.014157282,803.44324,800.6227,812.3077,819.5604,787.72894,0.080749512,0.059326172,0.984069824,-0.082244873,-2.400054932,-1.555175781,1,1,1,1,1,97,,0.34710434,0.34132835
13:20.8,0.322596,0.08026424,-0.31802216,0.89088583,0.3544908,-0.03707702,-0.110890254,0.678241,0.5022153,0.31560943,0.3200763,0.6195332,0.07309369,0.17047927,0.27941754,0.306539,-0.18886252,0.06788768,0.20973445,-0.085152976,800.2198,796.5934,799.81683,802.6374,915.8608,0.088684082,0.065429688,0.983398438,0.927124023,-4.022521973,-0.755157471,1,1,1,1,1,97,,0.27941754,0.07309369
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:21.8,0.29792738,-0.22380589,-0.19048497,1.1284008,0.3549888,-0.10978838,-0.2895492,0.6477917,0.7445834,0.31934878,0.26270416,0.6250042,0.053874254,0.2328561,0.25414574,0.30639532,-0.18309054,0.07386092,0.031015895,-0.084166825,828.4249,797.8022,779.67035,816.7399,752.674,0.076477051,0.062805176,0.983337402,0.328979492,-1.607513428,-1.143951416,1,1,1,1,1,97,,0.25414574,0.053874254
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:22.8,0.343921,-0.08100439,0.13122676,1.2966852,0.40244287,0.03580878,0.13659911,0.5972841,0.6577592,0.069399595,0.22137725,0.4421249,0.0626233,0.33066562,0.36432755,0.27707547,-0.15452282,0.1320697,0.02103107,-0.075181514,783.2967,791.3553,792.5641,787.326,763.5531,0.084655762,0.060119629,0.985412598,0.471038818,-1.93649292,-0.643005371,1,1,1,1,1,97,,0.36432755,0.0626233
13:23.9,0.22700052,0.1358178,0.16861252,0.44190794,-0.058157057,-0.114896335,-0.001480781,0.41967592,0.43720403,0.24172741,0.31000045,0.5657804,-0.05121348,0.2310938,0.38165975,0.43789434,-0.23167598,0.22354575,-0.004325539,-0.042851526,793.7729,796.5934,802.6374,790.9524,895.7143,0.073181152,0.062866211,0.9765625,0.254211426,-1.390686035,-0.882263184,1,1,1,1,1,97,,0.38165975,-0.05121348
13:24.9,0.19855484,0.029953418,-0.17864002,0.8080089,0.18694852,0.029228153,0.03544995,0.34632704,0.46166888,0.17477049,0.15411015,0.6287044,-0.03136305,0.13529317,0.4364057,0.3111711,-0.10543572,0.22214262,-0.07929588,-0.17309992,800.2198,798.20514,788.93774,790.54944,734.94507,0.063476563,0.062866211,0.969848633,0.441131592,-0.84487915,0.426177979,1,1,1,1,1,97,,0.4364057,-0.03136305
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:25.9,0.8712193,0.29481378,-0.26332557,1.0741141,1.4602439,0.10331308,0.017193872,1.4348649,1.1724657,0.23081498,0.44191366,1.0946563,0.05844301,0.24176562,0.36709097,0.23901929,-0.07754766,0.23190442,0.06090951,-0.40390506,828.4249,795.38464,801.4286,841.7216,697.47253,0.070861816,0.06262207,0.980834961,0.104675293,-1.988830566,-1.114044189,1,1,1,1,1,97,,0.36709097,0.05844301
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:26.9,1.737283,0.14854227,0.04166687,1.4925236,2.052813,-0.13810502,0.10677148,2.0347383,1.3129979,0.22028856,0.4684917,1.1960721,0.12064875,0.22366126,0.6143146,0.17214482,-0.18083262,0.12332048,0.45877433,-0.3813513,807.0696,805.8608,801.02563,802.23444,725.6777,0.077331543,0.060791016,0.981079102,-0.97946167,-0.792541504,-1.06918335,1,1,1,1,1,97,,0.6143146,0.12064875
13:27.9,0.21872948,0.17305337,0.07984532,0.91091245,0.022202155,-0.059804864,0.11137166,0.48609754,0.5849897,0.20439951,0.52883387,0.7978368,0.43774158,0.21367562,0.567649,0.5254086,-0.19350564,0.12743351,0.24240203,0.059943456,748.24176,792.1612,794.9817,758.315,923.1135,0.070373535,0.057495117,0.994934082,0.052337646,-1.899108887,-0.732727051,1,1,1,1,1,97,,0.567649,0.43774158
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:29.0,0.14798874,-0.077005945,-0.18319137,1.6323788,-0.073030256,-0.11213214,-0.015803272,1.811487,0.57341594,0.32467905,0.5777242,1.2564255,0.5446737,0.23564313,0.80371356,0.6278522,-0.4229521,0.1804676,0.5296793,0.07250053,811.9048,807.0696,789.7436,808.2784,767.98535,0.07208252,0.065734863,0.98223877,0.358886719,-1.674804688,-0.119628906,1,1,1,1,1,97,,0.80371356,0.5446737
13:30.0,0.14798874,-0.16930674,0.22620621,1.8563411,-0.073030256,-0.17105712,0.089418195,2.0488157,0.57341594,0.28732407,0.40649554,1.2564255,0.5446737,0.32022944,0.76189154,0.62963444,-0.4229521,0.30880237,0.46652108,-0.005793446,804.65204,800.6227,802.23444,790.54944,852.1978,0.064697266,0.060974121,0.981262207,0.695343018,-4.74029541,-0.276641846,1,1,1,1,1,97,,0.76189154,0.5446737
13:31.0,0.410483,-0.10432325,0.20007055,0.93700665,0.19680753,-0.12942272,-0.0525744,0.55646724,0.7268422,0.3227158,0.35199818,1.06429,0.12566987,0.21861188,0.4459507,0.19573863,-0.29567695,0.2351582,0.26544267,-0.17191473,791.75824,801.02563,811.0989,805.05493,906.99634,0.064331055,0.063232422,0.974975586,-0.239257813,-1.218719482,-1.226196289,1,1,1,1,1,97,,0.4459507,0.12566987
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:32.0,0.58264416,0.021796575,0.23117927,1.0188051,-0.08853408,-0.022979638,0.22384289,0.523021,0.616112,0.21305715,0.35308325,0.75302535,0.22793509,0.2019513,0.56880873,0.2924994,-0.18682958,0.26761684,0.36063817,-0.022210333,819.9634,792.5641,795.78754,805.4579,793.36993,0.070129395,0.063293457,0.980773926,-0.127105713,-2.220611572,-0.994415283,1,1,1,1,1,97,,0.56880873,0.22793509
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:33.1,0.6510964,-0.017087892,0.01177379,1.3154341,0.015328669,0.06258711,0.13955526,1.1740161,0.43790278,0.18792823,0.37857535,0.9519735,0.20669118,0.34135553,0.68160266,0.33865398,-0.1682638,0.19909753,0.50144196,-0.11161809,793.36993,794.57874,802.23444,808.2784,925.5311,0.025390625,0.042236328,0.98651123,-0.747680664,-3.955230713,-2.661743164,1,1,1,1,1,97,,0.68160266,0.20669118
13:34.1,0.014679892,-0.1798214,-0.007322479,0.96993387,-0.001988449,-0.5089247,-0.19517675,0.69466764,0.257594,0.020138733,0.49376476,0.72170514,0.19029571,0.19989629,0.46207938,0.25454766,-0.2890612,0.18542504,0.30148372,-0.09508869,797.8022,804.65204,806.26373,799.011,954.1392,0.060119629,0.069213867,0.962402344,0.149536133,-1.854248047,-1.809387207,1,1,1,1,1,97,,0.46207938,0.19029571
13:35.1,0.054982718,-0.2121094,-0.21425767,0.760045,-0.14182712,-0.29705694,-0.20326951,0.53086185,0.24780896,-0.03564586,0.46407476,0.67840195,0.1392389,0.09928954,0.43159586,0.18089952,-0.2550567,0.13378318,0.20856097,-0.1451644,829.2308,803.8461,788.93774,835.6777,796.1905,0.070068359,0.058959961,0.972595215,0.246734619,-1.323394775,-0.478515625,1,1,1,1,1,97,,0.43159586,0.1392389
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
02-03-24 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,,
13:36.1,-0.31206378,0.083853364,-0.06284115,1.6673087,0.11320708,0.09664333,-0.002071177,1.470512,0.16285528,0.2596621,0.15738048,1.09468,0.21111426,0.3121204,0.4714041,0.39997306,-0.18088436,0.1826868,0.15270618,-0.06550511,786.9231,793.7729,794.17584,797.8022,922.3077,0.068359375,0.053466797,0.974060059,0.291595459,-1.831817627,-0.650482178,1,1,1,1,1,97,,0.4714041,0.21111426
